Concept_name,WikiDataID,transe,simple,rotate,quate,distmult,complex
orange,Q13191,0.46631408,0.5474448800086975,0.3644444942474365,0.5915650129318237,0.5439798831939697,0.4670681357383728
blood orange,Q303669,0.33135712,0.3409029841423034,0.2192281186580658,0.4777082800865173,0.379952996969223,0.3182127773761749
